Datetime,Text
2022-06-26 23:56:43+00:00,"WHO Determines Monkeypox Not an International Public Health Emergency ‘at Present’ https://t.co/NS8LZs8P8G via @epochtimes 

The WHO mob lost all credibility 2 years ago.
 ""WHO determines, etc"" is farcical.
 Big Pharma 'determines'. what WHO does.
There is no money in 'monkeypox'"
2022-06-26 23:56:15+00:00,"el minsa confirma el primer caso de Monkeypox y tambien la cuarta ola de covid horas antes del paro nacional..porque??? porque se mea de miedo...sabe lo que el paro va a provocar, y con esa excusa del covid nos van a aislar..!!! de que te sorprendes peruano? o te haces el wbon.??"
2022-06-26 23:56:12+00:00,"@SWTubbs @nypost To suggest that ""monkeypox"" is racist to Africa is possibly the most underhanded racist thing ever"
2022-06-26 23:55:50+00:00,@TheMcKenziest What if I put the monkeypox in a bat and I make it bite me to make me Morbius?
2022-06-26 23:54:21+00:00,@JustMeMichael69 @DashDobrofsky I hear only gay Dems get Monkeypox
2022-06-26 23:54:03+00:00,Ross fa sho just gave Vee monkey pox😳 #BETAwards
2022-06-26 23:53:53+00:00,@Mel4Justice @nonbinarycowboy https://t.co/8koPt2QPB3
2022-06-26 23:53:32+00:00,@SixBubbles @nonbinarycowboy Don’t lose any more hair over any of this!
2022-06-26 23:53:24+00:00,@DifficultNerd Not ashamed of my take at all. I hope you get pinkeye from fingering your man’s hairy bunghole. I hear it goes well with Monkeypox.
2022-06-26 23:53:06+00:00,"wondering if or how to get your patient tested for Monkeypox?

@HHSGov is expanding access to testing via major commercial labs that MOST clinicians are already connected with

Please do NOT hesitate to send for a test if you have ANY suspicion of MPX

https://t.co/H2NQKdiHKi"
2022-06-26 23:53:04+00:00,@nytimes These fairies should focus on stopping the spread of Monkeypox which is spreading primarily by gay anal sex. Gay men already gave the USA AIDS now they are staring a new pandemic.
2022-06-26 23:52:40+00:00,@LozzaFox The blue-ticks are out in force against lese majeste during monkeypox month.
2022-06-26 23:52:08+00:00,How to get a vaccine against monkeypox in the US. Who should get one? https://t.co/8atD0SpxJD
2022-06-26 23:51:58+00:00,@ZelenskyyUa @JustinTrudeau Watch out Trudeau got monkeypox https://t.co/UtDvIZFWnH
2022-06-26 23:51:57+00:00,@DomFawkes @docthinks @nonbinarycowboy It’s a free country
2022-06-26 23:51:56+00:00,"Nigeria recorded 41 monkeypox cases, one death in June, says NCDC The Nation Newspaper https://t.co/9HOKBbqVtz"
2022-06-26 23:51:50+00:00,@DomFawkes @docthinks @nonbinarycowboy Nice “witty” comeback https://t.co/beUtjr61Xu
2022-06-26 23:51:38+00:00,@Breaking911 Might as well go where the Monkey Pox started.
2022-06-26 23:51:26+00:00,@MrWhiteMAGA Monkey pox.
2022-06-26 23:51:19+00:00,WHO panel says monkeypox not a global emergency ‘at this stage’ | The Associated Press https://t.co/HtCAV42DDd
2022-06-26 23:51:11+00:00,"@apokekrummenain see them trying to make monkeypox into covid... fizzle. Even the Ukraine nonsense, while an impressive feat of consent farming, is already fizzling. They can't just make things happen. Even farming may be too much control for an analogy. Surfing is a bit too little. In between."
2022-06-26 23:50:35+00:00,Is Trudeau Going to test positive for Monkey Pox on Canada's Day? 🇨🇦😂🍻
2022-06-26 23:50:26+00:00,"If you’re gay and want straight answers on monkeypox, this is a great thing to read. #StaySafe please. https://t.co/Z30avm3Xu0"
2022-06-26 23:50:22+00:00,@libsoftiktok Monkeypox mass spreader event
2022-06-26 23:50:10+00:00,Okey doke I'll drive out there with them https://t.co/2m3fK0Nawx
2022-06-26 23:49:55+00:00,"@NatashaFatah It does bring out the true nature of people. And the ignorance of so-called ""journalists and politicians. #RoeVsWade 
https://t.co/p6qn4LQWAN"
2022-06-26 23:49:07+00:00,@TPostMillennial They will make monkey pox vaccine…it will not go well
2022-06-26 23:48:48+00:00,"@toby_account @POTUS Yep. They had a fake scenario meeting in 2021 and Monkeypox was the fake pandemic. A year before covid they ran a covid meeting. It’s by design, not coincidence. I expect housing to implode, trucking to implode and food shortages by Fall topped off with a Monkeypox pandemic"
2022-06-26 23:48:42+00:00,"Houston confirms 3rd case of monkeypox, health officials say 'threat remains low' https://t.co/ZwSvLLvGoc"
2022-06-26 23:48:42+00:00,"WHO says monkeypox is not an international public health emergency, but it should ... - CBS News https://t.co/CR4rKC4y1u"
2022-06-26 23:48:30+00:00,@IUIDfellowship Monkeypox?  Cidofovir?
2022-06-26 23:48:24+00:00,"@FinchTH It seems like... there might be a lot of urgent matters?? (Any suspicion that she realizes she's actually wrong to minimize covid, and is course-correcting, at least, on monkeypox??)"
2022-06-26 23:48:13+00:00,"@AusPublicHealth Yea, we all know that you are waiting for the pedophile acceptance month to be over to pull out the monkeypox card."
2022-06-26 23:47:54+00:00,"@IshatReza At the beginning of this monkey pox thing I read an article (maybe a podcast?) that said it was spread through bodily fluids, similar to HIV. Don’t know if that’s the truth though"
2022-06-26 23:47:54+00:00,Almost positive a patient on my floor had monkey pox lmao
2022-06-26 23:47:52+00:00,@buitengebieden The spread of the monkey pox ?
2022-06-26 23:47:45+00:00,@SteveRae11 @Sharon75571311 @ClaraStept Sharon is quite the lefty when you boil it all down....
2022-06-26 23:47:40+00:00,@Jess369248 @Seph20211 @nonbinarycowboy https://t.co/gvNA9fadKc
2022-06-26 23:47:25+00:00,I want to say #StayMaskedUp but I will ask people to #StayMaskedUp for the immuno-compromised and for workers. The pandemic is not over. Monkey pox can be transported via air droplets. It's a brief inconvenience indoors. Also get #Vaxxed &amp; #Boosted &amp; #LimitExposure https://t.co/J8EeiDi7vW
2022-06-26 23:47:19+00:00,"@truelyesoteric @glover_billie @DrJenGunter @FairfieldView You asked me a question and I answered it.

That's not changing the subject."
2022-06-26 23:46:52+00:00,@Jess369248 @Seph20211 @nonbinarycowboy YOU aren’t human
2022-06-26 23:46:45+00:00,Monkeypox had the best memes ever.  We need a new outbreak.
2022-06-26 23:46:39+00:00,@TaraBull808 @MarinaMedvin Haha but then you end up with monkeypox 🤣🤣
2022-06-26 23:46:27+00:00,@Jess369248 @Seph20211 @nonbinarycowboy So.. we’re going with sticking up for a baby murderer? https://t.co/YIW8PUsjF0
2022-06-26 23:46:20+00:00,@ColeLCollinss @SweepTheHouse That’s why they keep comparing monkeypox to smallpox so they can use this to force their newly approved jab for it.
2022-06-26 23:45:38+00:00,"@Mom_with_medals @SweepTheHouse TOTALLY agree on the dry-run. That’s why they’re allowing it to die down while keeping the little disease birds chirping. (Monkeypox, Meningococcal, VDPT2)"
2022-06-26 23:45:38+00:00,"Información sobre la viruela del mono #MonkeypoxVirus 
#monkeypox 
https://t.co/FzuSGI2u5f"
2022-06-26 23:45:33+00:00,@truelyesoteric @The_Lone_Gringo @DeetoriaDee @DrJenGunter @FairfieldView So you're saying she will argue a fetus isn't a human?
2022-06-26 23:45:33+00:00,@SwoleLuksoBags You have to swap bodily fluids for monkey pox. Everyone knows THAT wasn't happening at NFTNYC.
2022-06-26 23:45:28+00:00,"@mitch_esq_ we're probably entering the golden age of political calvinball. also there are no smart libs in congress under 60, so it's going to get much more in-your-face."
2022-06-26 23:45:23+00:00,"@YdtHhd @WHO @DrTedros @pahowho @WHOSEARO @WHO_Europe @WHOEMRO @WHOWPRO @PAHOCaribbean @WHOPhilippines @WHOThailand @WHOIndonesia Oh fuck, very powerfull words haha. Must be terrifying the fear of getting infected with Monkeypox, well we all know how it's spread. You're not really 'LOL' aren't you, lol."
2022-06-26 23:45:23+00:00,"@dan_eats_bees @mrgoodgood03 @MLS If that becomes an outbreak that the world is trying to contain, then it should be investigated of course. Right now monkeypox, specifically, is one of them."
2022-06-26 23:44:58+00:00,"@truelyesoteric @DeetoriaDee @DrJenGunter @FairfieldView Abortion ends a defenseless human life.

That's murder."
2022-06-26 23:44:46+00:00,@christapeterso Monkeypox is pretty distinctive so we shouldn't have to wait very long to see what's going on.
2022-06-26 23:44:42+00:00,"From monkeypox to polio, here’s why so many viruses are attacking the UK https://t.co/h3IKWZm4xv"
2022-06-26 23:44:11+00:00,@tahdatta @nonbinarycowboy No kidding.. https://t.co/Vdn7U82OWw
2022-06-26 23:43:48+00:00,"@alenkeric @sedin_h @marshinavanja Bolje da se orijentises na Monkey pox nego sto trabunjas,al hajd eto barem da si zapoceo temu nego sto si postavio tezu na osnovu mokrih snova."
2022-06-26 23:43:32+00:00,"@rabbiedavis @nonbinarycowboy But forget the baby’s trauma, right? https://t.co/u65E9zCcNR"
2022-06-26 23:43:27+00:00,Monkeypox: The New Pandemic https://t.co/LMoY2n3RpX
2022-06-26 23:43:24+00:00,@michaelagates79 @JackPosobiec Maybe monkeypox will? 🤔🤣
2022-06-26 23:43:23+00:00,se me ocurrió este tuit mientras limpio mi cuarto con este clásico https://t.co/JxM6Vi902x
2022-06-26 23:43:22+00:00,@MrAndyNgo @VelyRave @OurSeattlePride @TPostMillennial @KatieDaviscourt I'm calling them the Monkey Pox People.
2022-06-26 23:43:02+00:00,A first confirmed case of monkeypox in Corsica https://t.co/zewke2TVHG
2022-06-26 23:42:07+00:00,rocio dúrcal a juan gabriel cuando le pregunta si siente nada nada nada por el https://t.co/NKTISHQ9zH
2022-06-26 23:41:58+00:00,"Monkeypox: Vaccinations for health care workers, those at risk offered https://t.co/8jbShI4Tnl"
2022-06-26 23:41:39+00:00,MonkeyPox vaccines already being talked about
2022-06-26 23:41:39+00:00,@KaivaKoenig @DBlossius @CassieJ_27 @ananavarro Monkeypox isn't an STI and gay people are primarily responsible for outbreaks happening in western countries now.
2022-06-26 23:41:37+00:00,@libsoftiktok I love the smell of Monkeypox in the morning !
2022-06-26 23:40:51+00:00,"@zeikonline @x3r0gxx Yes, I talked with a fellow Dem and we agreed that maskless, packed protests will lead to increased #COVID19 and #monkeypox cases; protests can’t help now  - we have got to #VoteBlueToProtectWomen in November"
2022-06-26 23:40:34+00:00,"@lexicon91 @nycHealthy @nycHealthy adopted the same criteria for their initial #monkeypox vaccination campaign as Montréal, note."
2022-06-26 23:40:29+00:00,"Germany is buying up monkey pox vax and look at the big investors in it blackrock,vanguard,invesco https://t.co/88xIns0Lqr"
2022-06-26 23:40:09+00:00,"Monkeypox mutating more than previously thought, researchers say https://t.co/2NqdPA4hAK via @Yahoo Researchers are Dustin Moskovitzs who made a virus in the lab, https://t.co/A8zsxluCm7"
2022-06-26 23:40:02+00:00,Is Monkeypox mutating more rapidly than expected? Here’s what researchers say https://t.co/6LAUzg1n15
2022-06-26 23:40:00+00:00,@JackPosobiec 😂 monkey pox won’t even get on that
2022-06-26 23:40:00+00:00,"Although #WHO has not declared #monkeypox an emergency, health experts around the world are on high alert. A new study has revealed that the virus is still evolving, with minor changes in its genetic code, minor gene variants, and a deleted gene.
https://t.co/3tVVNG8v2K"
2022-06-26 23:40:00+00:00,"WHO: Monkeypox a deeply evolving threat
https://t.co/7VifkztfOC"
2022-06-26 23:39:42+00:00,"🙄
Monkeypox cases surge as WHO stops short of declaring a global emergency https://t.co/WH7n1oHcMG"
2022-06-26 23:39:35+00:00,"@SteveRae11 @Sharon75571311 @ClaraStept I got blocked.

Lol.

Sharon argues exactly like the left that she claims she hates so much."
2022-06-26 23:39:13+00:00,@toby_account @POTUS Wait until they hit ya with the second pandemic. I’m guessing by Fall. Monkeypox.
2022-06-26 23:39:10+00:00,"The next war we are in will not be pretty. We are going to be slaughtered. 

US Will ""Continue To Provide Seamless Access"" To Abortion In Military: Defense Secretary | ZeroHedge https://t.co/i9VrPBoZLu"
2022-06-26 23:38:56+00:00,"Fortunately, the monkeypox that is spreading now is from a lower virulence strain/clade. We compared genomes in 2005 #monkeypox #MonkeypoxVirus  https://t.co/MWeWYQT0WB"
2022-06-26 23:38:48+00:00,"Uhhhh….Monkeypox may have undergone 'accelerated evolution,' scientists say https://t.co/9aD0fLEOQT"
2022-06-26 23:38:26+00:00,"@lexicon91 Regarding the indications for the #monkeypox vaccine, almost all the global cases have been among cisgender men who have sex with men. That could at least partially explain why @nycHealthy decided to limit vaccination to this group considering they only had 1,000 doses on hand."
2022-06-26 23:38:23+00:00,"To be fair, Judge, that is the best way to spread Monkeypox! https://t.co/6GB4gLLxZV"
2022-06-26 23:37:51+00:00,"Llego Monkeypox. Encerrados otra vez  , ptm"
2022-06-26 23:37:42+00:00,#Monkeypox cases in the Bay Area is going to fucking explode after this Pride weekend with lots of fucking.
2022-06-26 23:37:07+00:00,"@raj_mehta @Noahpinion In dealing with monkeypox, the government is making the same mistakes it did in the coronavirus pandemic -- showing it learned nothing and unlearned what it had appeared to learn from the covid pandemic: https://t.co/UF9HHK1uYn"
2022-06-26 23:37:01+00:00,Өнөөдөр манай либерал Чикаго хотод гомочуудын Pride Parade болж бган гсн. Monkeypox тахал тээгчид эрс нэмэгдэх нь ойлгомжтой
2022-06-26 23:37:00+00:00,"Monkeypox spreading locally at large LA County events, health officials say https://t.co/VkE2p72ToJ @nypost"
2022-06-26 23:36:38+00:00,@AlertaNews24 Monkeypox???
2022-06-26 23:36:33+00:00,"C19Report | Monkey Pox Hysteria, C19 is still lurking, and other health ... https://t.co/ljhgHFwgaB via @YouTube"
2022-06-26 23:36:27+00:00,Monkeypox has reached my immediate local area. https://t.co/yc8PFNHNQz
2022-06-26 23:36:03+00:00,A first confirmed case of monkey pox in Corsica https://t.co/PLXCobFNwr
2022-06-26 23:35:47+00:00,"Monkeypox backgrounder: Monkeypox is an exotic infectious disease caused by the monkeypox virus. It was first identified in lab monkeys, thus its name. But in its natural state, it seems to infect rodents more than primates. Here's more in this link https://t.co/0fGD5YmW67 https://t.co/oxNNrQEl62"
2022-06-26 23:35:45+00:00,TikTok is convincing me that the spider bite I had on my neck for weeks was actually monkey pox
2022-06-26 23:35:37+00:00,@hodgetwins Why does she sound like she has the 🐒 monkeypox?
2022-06-26 23:35:11+00:00,"U.S. is bungling its response to monkeypox, forgetting the lessons taught by the coronavirus pandemic: https://t.co/UF9HHK1uYn https://t.co/e6yqKnV5iE"
2022-06-26 23:35:06+00:00,@POTUS @VP @SenatorMenendez @AOC @LeaderMcConnell @cnnbrk @CBSNews @NBCNews     @SpeakerPelosi monkeypox another CDC disaster.     STOP THE POLITICS AND Lead  Ffpr a while.   Also consider its times for younger peopke to lead.  @GovLarryHogan
2022-06-26 23:34:56+00:00,"@janetur34487406 @Momento__Mori_ @RudolphTroha @disclosetv I heard that over half of that scout troop contracted monkeypox, poor kids."
2022-06-26 23:34:41+00:00,@JBaker9038 @KendallRogers @d1baseball @LSUbaseball @Twins The twins have more pitchers on the IL than healthy
2022-06-26 23:33:56+00:00,"@CDCgov @ALPublicHealth @GovernorKayIvey @ALGOP 💥 so now they are pushing ""monkey pox"" which is really just the small pox vaccine. ALL OF THIS IS A LIE-small pox caused the AIDS epidemic-prove me wrong! CDC makes vaccines -all a racket https://t.co/Gp7wSMfkw6"
2022-06-26 23:33:16+00:00,@RealDante12 @Pariah_in_Exile I don't think that was such a good idea. He could have contracted monkeypox.
2022-06-26 23:33:00+00:00,"@TanyeriMustafa Monkey pox aşısı olmalarını sonuna kadar destekliyorum, tek doz yetmez, 3 er 5 er doz olsunlar hatta... Olsunlar ki doğal seleksiyon ile elensin böyleleri 😌🙏"
2022-06-26 23:32:53+00:00,@KennyMac765 @M1066R @JasonMDull @JohnBoweActor Take the monkey pox test Kenny. https://t.co/7ZHBjV0Dw7
2022-06-26 23:32:49+00:00,"@PstafarianPrice Given the known monkeypox vectors in Europe, the last thing they want is announce a monkeypox epidemic in America during Pride month."
2022-06-26 23:32:17+00:00,Monkeypox be like https://t.co/R6Hmu7UO1t
2022-06-26 23:32:08+00:00,"Tired of seeing this ad in my face every time I refresh my feed. Not being able to not see it is the bitch.
Afinity celibrating these people with their aberrationional life style is what gave us Aids then Monkey Pox. What's next, Planet of the Apes.
 https://t.co/tcKGYOmXhf"
2022-06-26 23:32:00+00:00,@Denizzm48524303 https://t.co/dYKLTji2Uw
2022-06-26 23:31:53+00:00,"@fatdragonpro Monkey pox didn't catch, let's try this one"
2022-06-26 23:31:51+00:00,@choeshow You can actually see the monkeypox transmitting!
2022-06-26 23:31:30+00:00,@Disrupt_Corrupt @TonyHussein4 Unless Joe Biden continues to increase inflation...crime explodes...drugs rape and illegals at the border flood in...baby formula...energy disaster shortages...grid out...homelessness...war...stupidity...lying...covid...monkeypox...61 percent shrinks to 33 % approval rating.
2022-06-26 23:31:26+00:00,@nft_drop_here_ https://t.co/5R6hzk6hqJ
2022-06-26 23:31:21+00:00,@thelaurafaye It was done to create protests to increase the monkeypox plandemic and get richer while also killing half the population of the world
2022-06-26 23:30:49+00:00,@mbDunningKruger @leslsenior I think we agree that doing abortions in violation of state  at VA clinics in Red states is not going to solve the Dobbs problem.
2022-06-26 23:30:42+00:00,@Drop_Your_NFT_ https://t.co/wrycStxC6M
2022-06-26 23:30:16+00:00,"""The World Health Organization said the escalating monkeypox outbreak in more than 50 countries should be closely monitored but does not warrant being declared a global health emergency.""

https://t.co/9S1SvZQuB3"
2022-06-26 23:30:12+00:00,"WHO says monkeypox is not an international public health emergency, but it should continue to be monitored https://t.co/Gjc2iy4Dln"
2022-06-26 23:29:55+00:00,"@weirdmedicine Dr Steve, I kind find it sweet that ur tracking down this Monkeypox thing."
2022-06-26 23:28:55+00:00,@AlertaNews24 Monkeypox llegará en todo el mundo a corto plazo.
2022-06-26 23:28:54+00:00,Really hope the Staten Island ShopRite guy doesn't get monkeypox from patting Rudy on the back.
2022-06-26 23:28:53+00:00,So monkeypox isn't an std? Orrrr...
2022-06-26 23:28:42+00:00,"Monkeypox may have undergone 'accelerated evolution,' scientists say - https://t.co/03eril0NVw https://t.co/bsvnceUyXf via @GoogleNews"
2022-06-26 23:28:11+00:00,WHO says monkeypox does not constitute a global public health emergency https://t.co/cRj4fBLvkJ
2022-06-26 23:28:06+00:00,Monkeypox cases surge as WHO stops short of declaring a global emergency - The Washington Post https://t.co/DJoCsZouwV via @GoogleNews
2022-06-26 23:27:47+00:00,WHO panel: Monkeypox not a global emergency 'at this stage' - The Associated Press - en Español https://t.co/HMzLYtISMi via @GoogleNews
2022-06-26 23:27:19+00:00,"Whether It’s Covid, Monkeypox Or A Zombie Apocalypse, Here’s How To Investigate A New Epidemic https://t.co/vGXcx0yGa1"
2022-06-26 23:26:33+00:00,"Dr David E Martin, Phd, on Snail Venom, Monkey Pox, and Death Predictions https://t.co/V8DHXZcqlY"
2022-06-26 23:26:05+00:00,"Lo bueno es que AMLO es el que los odia, señora 🙄 https://t.co/YdVNJyqPfd"
2022-06-26 23:26:00+00:00,"@The_Lone_Gringo @DeetoriaDee @truelyesoteric @DrJenGunter @FairfieldView Lol.

Ya nope."
2022-06-26 23:25:57+00:00,"Good morning.
There was an earthquake in Kumamoto Prefecture last night. In addition, it is abnormal heat as for June. There are some cities that recorded 40 degrees. Protect yourself from the heat, the earthquake, the corona and the monkey pox… https://t.co/la8lXNcs89"
2022-06-26 23:25:55+00:00,"And here we have the first time I've run across monkey pox on TikTok.
Bet there's more out there. 
:(
https://t.co/om0FwzCbNh"
2022-06-26 23:24:48+00:00,"WHO says monkeypox is not an international public health emergency, but it should continue to be monitored https://t.co/r5u78FUVUH"
2022-06-26 23:24:46+00:00,"WHO says monkeypox is not an international public health emergency, but it should continue to be monitored https://t.co/pVLt2rSNMH"
2022-06-26 23:24:11+00:00,"@nypost The Monkeypox plague is God's judgment against homosexual men for their abominable behavior.

Homosexuals should repent and return to a socially acceptable heterosexual lifestyle."
2022-06-26 23:24:07+00:00,"Read the room, monkeypox, ffs https://t.co/vQv1DONkAb"
2022-06-26 23:24:05+00:00,@Sharon75571311 @SteveRae11 @ClaraStept Accidents do not happen to  the tune of about 60 million babies since RvW came around.
2022-06-26 23:23:39+00:00,The poster boy for monkeypox https://t.co/uI7PJ0SrA7
2022-06-26 23:23:39+00:00,@danielgoyal @CoveViewHoliday Wait till you see monkeypox take over its getting stronger every day and night as we chat 😢😢
2022-06-26 23:23:10+00:00,"@SteveRae11 @Sharon75571311 @ClaraStept Sure.

The primary issue is that 99% of abortions are used as birth control.

Just under 1% are due to rape, incest and medical emergency.

But the rabid pro choicers don't like that fact."
2022-06-26 23:22:55+00:00,@libsoftiktok Now there is one huge #monkeypox crowd spreader.
2022-06-26 23:22:50+00:00,@1NewsNZ Monkeypox?
2022-06-26 23:22:34+00:00,"""The number of confirmed monkeypox cases in Los Angeles County has jumped, which health officials said has largely been spread among men who have sex with other men who have recently attended large events."" https://t.co/xg1RtXKXaO"
2022-06-26 23:22:20+00:00,"Crystal ball, or monkey Pox in a vial...no difference. https://t.co/Z8k5HlCUB1"
2022-06-26 23:22:07+00:00,Monkeypox not a global emergency ‘at this stage’ https://t.co/M3MpYj4oym
2022-06-26 23:22:06+00:00,"Je pose ça là @Ecole_Oubliee 

Source : https://t.co/ff6EYPvEo5

#Monkeypox #VarioleDuSinge https://t.co/R4QsUfdLQr"
2022-06-26 23:21:59+00:00,"Monkeypox cases by country
This Month Last Month
1002-53- 🇪🇸Spain
873-77- 🏴󠁧󠁢󠁥󠁮󠁧󠁿England
676-13- 🇩🇪Germany
348-49- 🇵🇹Portugal
330-7- 🇫🇷France
235-15- 🇨🇦Canada
211-12- 🇳🇱Netherlands
201-4- 🇺🇸United States
127-9- 🇮🇹Italy
0-0- 🇳🇿New Zealand
#New Zealand https://t.co/4zo4tKjhqE"
2022-06-26 23:21:30+00:00,Chile: Ministry of Health decrees Sanitary Alert for Monkeypox https://t.co/CaNN6B45Hz
2022-06-26 23:21:08+00:00,"Monkeypox not a global health emergency 'at this stage,' says WHO https://t.co/AdyfvoHdwW"
2022-06-26 23:21:05+00:00,"Monkeypox spreading locally at large LA County events, health officials say https://t.co/p8BA1ruiJZ https://t.co/ViRp7kn8CE"
2022-06-26 23:21:05+00:00,@KatieDaviscourt Looks like a lot of monkey pox to me👀
2022-06-26 23:20:33+00:00,@glover_billie @truelyesoteric @DrJenGunter @FairfieldView Right.  I wonder if Jen can tell us what a woman is....
2022-06-26 23:20:21+00:00,The Warning Signs Make Monkeypox the New SARS-CoV-2 @GingerBreggin @AmericanMD https://t.co/dIFXf22lXk via @MalcolmOutLoud  these just wont stop the onslaught
2022-06-26 23:20:02+00:00,"#Monkeypox is slowly but surely on the rise. CDC has released a new set of in-depth guidelines for clinicians so the disease can be easily diagnosed and controlled. 
Link: https://t.co/bw27KsYvEs https://t.co/xgyMx8kNxh"
2022-06-26 23:20:02+00:00,"Metaphors matter: Why changing the name ‘monkeypox’ may help curb the discriminatory language used to discuss it

by @SibbaldKR 

#monkeypox
https://t.co/oihuEpo15g https://t.co/dr6CjKyTKl"
2022-06-26 23:19:49+00:00,"Seeing more people on TikTok posting their experience with #monkeypox and testing positive for monkeypox. One person had the smallpox vaccine as a child in the 1980s overseas and has the smallpox vaccine scar, but still got monkeypox anyway."
2022-06-26 23:19:37+00:00,Gente e aí como ficou o boato da gay que tava na micareta de SP que supostamente pegou monkeypox?
2022-06-26 23:18:40+00:00,https://t.co/a2UZJIxftG https://t.co/6tNfXLiz02
2022-06-26 23:18:25+00:00,"In 2021, The Nuclear Threat Initiative created this document predicting a global Monkeypox outbreak that would begin on May 15th of 2022.

They must have a crystal ball 🔮 

https://t.co/1sElah2Git https://t.co/JhTVlsI0RN"
2022-06-26 23:18:16+00:00,"@MzPeaches__ The way I gasped when you told me that in the dressing room. Like girl, money in your mouth? during Monkey Pox? https://t.co/6BRAvs4AmA"
2022-06-26 23:18:14+00:00,https://t.co/V6QhOBgpfe  Uknazi pays for Glastonbury and monkeypox. Human listening to this!
2022-06-26 23:18:02+00:00,@BeatlesEarth Fucking dreadful. Has he got monkey pox?
2022-06-26 23:17:59+00:00,#Monkeypox outbreak in U.S. is bigger than the #CDC reports. Testing &amp; diagnosis are  “abysmal' - NPR😨 https://t.co/Nk2h1UI3HU
2022-06-26 23:17:59+00:00,@AOC The Democrats stole the Presidential election of 2020 so the justice seat you claim was stolen would make us even then. What are you going to use as an excuse in midterms since people are done with your COVID excuse? Monkey pox? #2000MulesDocumentary
2022-06-26 23:17:40+00:00,@IDontrustBiden @ViralNewsNYC Monkeypox super spreader 🤣
2022-06-26 23:17:29+00:00,@IDontrustBiden @ViralNewsNYC Monkeypox is making its impactful and earth showing return next week. The gay celebrations end and gay infection cases will be inflated and climb through the roof. #MonkeypoxMania #July1st
2022-06-26 23:17:26+00:00,"Monkeypox outbreak in U.S. is bigger than the CDC reports. Testing is 'abysmal'
https://t.co/7fiuYqSahK"
2022-06-26 23:16:57+00:00,@canmericanized @SuperMikhail1 @TorontoPolice I have tested positive for MonkeyPox after viewing this video.
2022-06-26 23:16:46+00:00,@LeftHandedLarue @comradeaux @TimNielsenDay You have a nazi flag and “fight fascism” in your pfp.  How can anyone take you seriously.
